bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,lat,long,sqft_living15,price_log,basement_flag,renovated_flag,house_age
4,2.5,7.85979918056211,9.307376334487778,2.0,0,0,3,8,0.0,47.2634,-122.211,7.783640596221253,12.755063618055994,0,0,28
3,2.0,7.640603826393634,9.339261152043022,1.0,0,0,3,8,0.0,47.214,-121.993,6.985641817639208,12.744029856388185,0,0,24
4,2.25,7.893945138235959,8.601534339849989,2.0,0,0,3,7,0.0,47.7534,-122.218,7.8083230503910555,13.124363376072994,0,0,26
3,2.5,7.421177528595393,9.031811613420924,1.0,0,0,4,7,5.916202062607435,47.369,-122.084,7.307202314764738,12.506180941677357,1,0,36
3,1.0,7.5126175446745105,8.38958706681109,1.5,0,0,4,8,4.709530201312334,47.6052,-122.3,7.409136443920128,13.366095129723817,1,0,96
3,1.75,7.244941546337007,7.602900462204755,1.0,0,0,4,8,6.55250788703459,47.6508,-122.368,7.223295679562314,13.038983942375959,1,1,118
4,1.75,7.9269635448629785,9.050406334059858,1.0,0,0,4,7,7.170888478512505,47.6255,-122.199,7.555381944240273,13.541075028051122,1,0,73
3,2.5,8.197263371414335,9.307467082706905,1.0,0,0,4,9,7.300472814267799,47.561,-122.226,8.055475141757274,13.897091466615258,1,0,54
3,1.0,6.947937068614969,9.003193193746572,1.0,0,0,3,6,0.0,47.7425,-121.981,7.327123292259293,12.36308066783498,0,0,43
3,2.75,7.897668150726906,9.09279480812114,2.0,1,4,4,10,0.0,47.5487,-122.197,7.9865049385539955,14.316286451937186,0,1,51
5,2.0,7.611347717403621,8.517393171418904,1.5,0,0,4,7,0.0,47.6949,-122.37,7.32052696227274,13.098072734013513,0,0,88
5,2.5,7.804251383528112,9.94299668563084,2.0,0,0,4,9,0.0,47.6275,-122.227,8.013343181386672,14.253766134056512,0,0,63
4,3.0,7.616283561580385,9.447465720810811,2.0,0,0,3,7,0.0,47.7689,-122.379,7.596392304064196,13.120363378739663,0,0,44
3,1.0,7.280008252884188,8.821289805136113,1.0,0,0,3,7,0.0,47.5056,-122.244,7.427144133408616,11.918397239722838,0,0,74
4,2.5,7.783640596221253,8.891649112650057,2.0,0,0,3,8,0.0,47.2697,-122.312,7.67368812926773,12.715900771961074,0,0,33
4,2.75,7.962415680121064,9.062536177207788,1.0,0,1,4,8,6.918695219020472,47.7425,-122.289,7.796057974316123,13.45883704259595,1,0,67
4,1.0,7.201170883281678,10.021315031649332,1.5,0,0,3,7,0.0,47.489,-122.316,7.390798521735676,12.524530013005734,0,0,100
3,2.5,7.427144133408616,9.333707785926467,1.0,0,0,3,7,6.398594934535208,47.5051,-122.344,7.237778191923443,12.706850963741102,1,0,67
4,2.0,7.523481312573497,9.085683767376628,1.0,0,0,3,7,0.0,47.7406,-122.313,7.1785454837637,12.793862088206213,0,0,57
3,1.0,7.107425474110705,8.99230873254815,1.5,0,0,3,7,0.0,47.7133,-122.308,7.215975002651466,13.054086677976365,0,0,61
3,2.5,7.749753406274437,10.951928723957874,1.0,0,0,4,9,6.274762021241939,47.6163,-122.056,8.098946748943339,13.249878458265119,1,0,47
5,2.25,8.0774471493312,9.169934957341145,2.0,0,0,3,8,0.0,47.6474,-122.11,7.72356247227797,13.312985389904174,0,0,54
4,2.75,8.068089626278244,9.10764297373784,2.0,0,0,3,9,0.0,47.5898,-121.989,8.058327306580958,13.527829818844937,0,0,21
3,2.75,8.169336395928386,11.153890595739872,2.0,0,0,3,10,0.0,47.6377,-121.995,8.177796683277778,13.541075028051122,0,0,32
3,1.75,7.62608275807238,9.261033486291701,1.0,0,0,3,7,6.698268054115413,47.4257,-122.146,7.479299637782834,12.487488878546145,1,0,47
3,1.75,7.450660796211539,9.43675855582405,1.0,0,0,4,7,0.0,47.5699,-122.177,7.273092595999522,13.102162710901053,0,0,70
4,2.5,7.955425088912672,8.444837529224097,2.0,0,0,3,8,0.0,47.3552,-122.026,7.955425088912672,12.793862088206213,0,0,22
4,2.25,7.7279755421055585,9.392745258631441,1.0,0,0,4,7,6.8885724595653635,47.3287,-122.353,7.616283561580385,12.649960071235615,1,0,50
3,2.25,7.53955882930103,9.431401757086068,1.0,0,0,3,8,6.133398042996649,47.7623,-122.256,7.741099090035366,12.896719202134523,1,0,68
4,2.5,7.9269635448629785,9.185227671161108,2.0,0,0,3,8,0.0,47.3739,-122.126,7.771067086065406,12.757082940769225,0,0,37
4,3.75,8.409830673087738,10.462617508188442,2.0,0,0,3,12,0.0,47.6406,-122.156,8.405367376233981,14.33430494661736,0,0,28
4,2.5,8.042699496897637,8.776475789346321,2.0,0,0,3,9,0.0,47.5408,-121.861,8.042699496897637,13.279368835614243,0,0,21
4,2.5,7.766840537085513,8.919453168575453,2.0,0,0,3,8,0.0,47.4052,-122.17,7.732369222284388,12.73670383776449,0,0,34
3,2.5,7.687538766201629,8.61195776786066,2.0,0,0,3,8,0.0,47.5723,-122.007,7.659642954564682,13.324489195480057,0,0,32
2,1.75,7.555381944240273,8.124743020385568,2.0,0,0,3,8,0.0,47.3733,-122.057,7.293697720601438,12.345838935721968,0,0,46
4,2.5,7.72356247227797,8.955964118230874,2.0,0,0,3,9,0.0,47.5752,-121.995,7.897668150726906,13.311331132544721,0,0,37
3,1.75,7.479299637782834,9.090317329376452,1.0,0,0,4,7,0.0,47.3188,-122.212,7.396948602621014,12.429220196836383,0,0,67
3,2.0,7.2868764117507,8.97853441008332,1.0,0,0,3,7,0.0,47.359,-122.049,7.396948602621014,12.462654841395091,0,0,37
4,2.75,7.640603826393634,8.517393171418904,1.0,0,0,5,8,6.415096959171596,47.6422,-122.403,7.58629630715272,13.570889252111332,1,0,86
5,2.25,7.993282328101591,8.946505025998682,1.0,0,2,5,8,7.252053951852814,47.6456,-122.389,7.95892649305011,13.864301674514206,1,0,68
4,2.5,8.0774471493312,8.302017809751204,2.0,0,0,3,9,0.0,47.688,-122.163,8.055475141757274,13.541075028051122,0,0,24
3,1.0,7.039660349862076,8.517393171418904,1.0,0,0,3,7,0.0,47.5535,-122.362,7.039660349862076,12.52815976788113,0,0,66
4,2.0,7.415175109613295,9.423675982299306,1.0,0,0,3,8,0.0,47.6231,-122.102,7.507141079727608,13.217675375388819,0,0,60
4,1.0,7.266128779556451,8.738895704934043,1.5,0,0,5,7,0.0,47.7272,-122.311,7.252053951852814,12.894209796826232,0,0,73
3,3.0,7.507141079727608,8.366602832783736,1.5,0,0,4,8,5.303304908059076,47.6711,-122.364,7.273092595999522,13.560619598657233,1,1,112
4,3.0,8.172164452111904,9.230437073675304,2.0,0,0,3,8,6.710523109452428,47.5471,-122.155,7.930565854233965,13.842640198588063,1,0,38
4,1.0,7.390798521735676,8.699681400989514,1.5,0,0,5,7,0.0,47.4763,-122.206,7.1785454837637,12.69771850797869,0,0,121
4,2.75,8.03947991910045,9.586651262653996,2.0,0,0,3,8,0.0,47.7302,-121.974,7.95892649305011,13.24369743404947,0,0,31
4,1.75,7.313886831633462,8.82776136765472,1.5,0,0,5,7,0.0,47.6794,-122.37,7.215975002651466,13.569611298299009,0,0,121
4,2.5,7.944846711001996,8.614501373883236,2.0,0,0,3,9,0.0,47.3477,-122.024,7.944846711001996,12.894209796826232,0,0,21
3,1.75,7.523481312573497,9.298442820197728,1.5,0,0,3,6,0.0,47.7244,-122.222,7.32052696227274,12.456835254920371,0,0,111
4,2.0,7.359467638255621,9.150165648940114,2.0,0,0,4,7,0.0,47.3168,-122.174,7.346655163176539,12.367345048436391,0,0,42
4,2.75,7.741099090035366,10.533002467851217,1.0,0,3,5,8,6.621405651764134,47.3714,-122.431,7.664346632098617,13.023649611968253,1,0,47
2,1.0,6.825460036255307,9.105090961257085,1.0,0,0,1,6,0.0,47.6831,-122.189,7.473637108496206,13.190023895035274,0,0,72
3,2.5,7.3783837129967145,8.853808274977197,2.0,0,0,4,8,0.0,47.3534,-122.057,7.438971592395862,12.524530013005734,0,0,33
3,2.5,7.875119281040293,9.21512888870798,2.0,0,0,3,9,0.0,47.5515,-122.083,7.878912912297133,13.407543823396258,0,0,30
4,2.75,8.013343181386672,9.512738628263644,1.0,0,0,4,8,7.300472814267799,47.6299,-122.099,7.7102051944325325,13.415034483903348,1,0,49
3,1.75,7.307202314764738,9.283404942833188,1.0,0,0,3,7,6.066108090103747,47.72,-122.229,7.307202314764738,13.049794835104816,1,0,60
3,1.5,7.057036981697891,8.556606193773073,1.0,0,0,5,7,0.0,47.364,-122.094,7.065613363597717,12.25486757159303,0,0,56
4,2.5,7.621195162809845,8.39931015075952,2.0,0,0,3,8,0.0,47.3182,-122.189,7.621195162809845,12.487488878546145,0,0,25
2,2.5,7.346655163176539,7.885329239273191,2.0,0,0,4,8,0.0,47.7034,-122.188,7.359467638255621,12.962196972666593,0,0,39
4,2.25,7.596392304064196,8.937349848267392,1.0,0,0,4,8,6.55250788703459,47.6236,-122.103,7.507141079727608,13.17915950340374,1,0,60
3,2.25,7.550135342488429,10.749570389366786,1.5,0,0,4,7,6.133398042996649,47.7529,-122.116,7.8083230503910555,13.304686600863562,1,0,57
5,3.5,8.253488028345904,9.021598247379305,2.0,0,0,3,9,0.0,47.6039,-122.059,8.18060094759445,13.681980308196241,0,0,25
4,3.0,7.783640596221253,8.946505025998682,1.0,0,0,3,7,7.0909098220799835,47.6466,-122.389,7.890208213109961,13.317931805683793,1,0,70
3,1.0,7.415175109613295,9.9765056452727,1.0,0,0,4,7,0.0,47.2159,-121.964,7.415175109613295,12.301387370778713,0,0,53
4,5.0,8.708804795117285,9.981882749963502,1.0,0,3,4,12,7.824445930877619,47.5524,-122.112,8.495152060539358,14.38082493519599,1,0,30
3,2.0,7.616283561580385,9.748061059204817,1.0,0,2,4,8,4.948759890378168,47.2953,-122.185,7.534228326274089,12.59625828143555,1,0,60
2,1.0,6.734591659972948,8.534640105019959,1.0,0,0,3,7,0.0,47.5557,-122.278,7.372118028337787,12.660331092405906,0,0,101
4,2.0,7.280008252884188,9.008958312443486,1.0,0,0,4,7,0.0,47.3933,-122.195,7.359467638255621,12.230770136157428,0,0,59
3,1.5,7.2868764117507,9.201198714058899,1.0,0,0,3,7,0.0,47.4275,-122.331,7.259116128097101,12.644330802262578,0,0,74
5,1.0,7.606387389772652,8.558527054909215,1.5,0,0,3,9,4.795790545596741,47.6501,-122.37,7.754052639035757,13.815511557963774,1,0,99
4,2.5,7.976251943745623,8.940105213128122,2.0,0,2,3,9,0.0,47.3552,-122.001,8.068089626278244,13.171155446333852,0,0,20
4,1.75,7.53955882930103,9.082620630373812,1.0,0,0,3,7,6.621405651764134,47.5137,-122.333,7.201170883281678,12.556733038263905,1,0,66
3,1.75,7.682943169878292,10.183427229849748,1.0,0,0,3,8,6.580639137284949,47.6147,-122.045,7.645397699428633,13.1421679654829,1,0,40
2,1.0,7.13966033596492,8.384347278082808,1.0,0,0,4,7,0.0,47.6988,-122.354,7.259116128097101,12.91164481522143,0,0,79
3,2.5,7.58629630715272,9.121946221213587,2.0,0,0,3,8,0.0,47.7698,-122.268,7.496097345175956,13.142069921653308,0,0,19
4,2.25,7.645397699428633,10.73070660463555,2.0,0,0,3,8,0.0,47.6876,-122.049,8.137688184977605,13.304686600863562,0,0,39
4,3.75,8.146419323098003,8.50532301884575,2.0,0,0,3,10,6.78105762593618,47.692,-122.338,7.53955882930103,13.805461232211272,1,0,20
3,1.5,7.030857476116121,8.881975184248867,1.0,0,0,3,7,0.0,47.5041,-122.253,7.030857476116121,12.542566310493227,0,0,72
3,1.75,7.8636512654486515,8.94494150776486,1.0,0,0,4,8,7.170888478512505,47.3402,-122.046,7.591357046698551,13.45883704259595,1,0,58
3,1.0,6.93828448401696,8.938662873666118,1.0,0,0,3,7,0.0,47.5281,-122.375,6.93828448401696,12.706850963741102,0,0,73
2,1.0,7.438971592395862,8.81269461292015,1.0,0,2,3,7,6.154858094016418,47.4131,-122.331,7.621195162809845,12.73670383776449,1,0,70
2,2.5,7.300472814267799,7.681560362559537,2.0,0,0,3,8,4.51085950651685,47.6658,-122.132,7.664346632098617,13.056225711649638,1,0,19
4,2.5,8.35490952835879,9.872409596965266,2.0,0,2,4,9,6.898714534329988,47.5578,-122.212,8.213652703029998,14.10743437149902,1,0,54
3,1.75,7.3783837129967145,9.946259644379998,1.0,0,0,3,8,0.0,47.5632,-122.182,7.878912912297133,13.151924121391561,0,0,71
4,2.0,7.534228326274089,9.076923258535832,1.0,0,2,3,7,0.0,47.1985,-122.001,7.479299637782834,12.409017571151187,0,0,49
3,2.5,7.273092595999522,8.954415331137593,1.0,0,0,4,7,6.089044875446846,47.4042,-122.194,7.427144133408616,12.487488878546145,1,0,43
3,2.5,7.908754738783246,9.387481868728596,2.0,0,0,3,9,0.0,47.4185,-122.212,7.85979918056211,12.827726509666084,0,0,36
3,1.5,7.123672785204607,9.037295651962438,1.0,0,0,5,6,0.0,47.753,-122.328,7.396948602621014,12.873904582205107,0,0,78
3,1.0,6.928537818164665,8.71948076085107,1.0,0,0,4,7,0.0,47.278,-122.205,7.223295679562314,12.245298166364206,0,0,59
2,0.5,7.074116816197362,8.955577146281511,1.0,0,0,4,6,6.3818160174060985,47.769,-122.316,7.2305631534092925,12.51723073716405,1,0,81
5,3.5,8.033009498596668,8.956737613177264,2.0,0,0,3,8,6.647688373563329,47.7454,-121.977,8.000014093678072,13.02805489573287,1,0,23
4,2.5,7.467942332285852,8.763740720509464,2.0,0,0,3,7,0.0,47.3082,-122.358,7.57095858316901,12.506180941677357,0,0,38
4,2.25,7.836369760545124,9.075322160298095,1.0,0,0,4,7,7.186144304522325,47.6049,-122.126,7.450660796211539,13.334245354561496,1,0,68
3,2.5,7.365812837209472,9.052750451401412,2.0,0,0,3,7,0.0,47.3334,-122.289,7.403061091090091,12.271630959002737,0,0,36
5,1.75,7.75833346749091,9.121399862679535,2.0,0,0,3,7,0.0,47.4232,-122.324,7.237778191923443,12.25486757159303,0,0,69
5,4.0,8.748463629942055,9.684460516733758,2.0,0,1,3,12,7.57095858316901,47.5922,-122.207,8.089789175789319,14.827111833279051,1,0,22
4,2.75,7.783640596221253,8.254528881939745,1.0,0,0,5,7,7.0909098220799835,47.7027,-122.347,7.00397413672268,12.907934245003815,1,0,52
3,1.5,7.170888478512505,8.936035096566041,1.0,0,0,4,7,0.0,47.2083,-122.005,7.359467638255621,12.367345048436391,0,0,63
3,2.0,7.473637108496206,8.87458787627932,1.0,0,0,4,6,6.78105762593618,47.4799,-122.232,7.450660796211539,12.568981617474362,1,0,90
4,1.5,7.327123292259293,8.684570300824369,1.0,0,0,3,7,6.2166061010848646,47.6904,-122.295,7.444833273892193,13.211840212652497,1,0,80
3,1.75,6.976348070447749,8.999742789830492,1.0,0,0,4,6,0.0,47.2853,-122.22,7.13966033596492,12.117246896289503,0,0,69
3,2.0,7.848153086199526,12.28662906738383,1.0,0,0,3,8,0.0,47.295,-122.086,7.766840537085513,13.235693848424024,0,0,40
3,1.0,7.155396301896734,8.813884558025606,1.0,0,0,3,6,0.0,47.5724,-122.301,7.396948602621014,12.60987303543023,0,0,68
4,2.25,7.415175109613295,8.902591637374087,1.0,0,0,3,8,0.0,47.6263,-122.124,7.490529402060711,13.321215875492413,0,1,61
3,1.5,7.528869256642251,8.982686665184087,1.0,0,0,3,7,6.493753839851686,47.4513,-122.268,7.496097345175956,12.571933767045175,1,0,63
2,1.0,6.85751406254539,8.412054873292933,1.0,0,2,3,7,4.61512051684126,47.6562,-122.354,7.421177528595393,13.122365377402328,1,0,100
4,2.75,7.669028288589683,8.294299608857235,1.0,0,0,3,7,6.85751406254539,47.6792,-122.287,7.669028288589683,13.345508528717259,1,0,75
2,1.5,7.300472814267799,7.2078598714324755,2.0,0,0,3,7,5.484796933490655,47.5439,-122.386,7.346655163176539,12.94323910384853,1,0,19
3,3.0,7.72356247227797,7.509883061154913,2.0,0,0,3,8,6.398594934535208,47.6108,-122.308,7.72356247227797,13.399996629152975,1,0,24
4,2.5,7.741099090035366,8.725669705687043,2.0,0,0,3,9,0.0,47.6943,-122.299,7.682943169878292,13.560619598657233,0,0,27
3,2.75,7.409136443920128,8.89192414015454,1.0,0,0,4,7,6.042632833682381,47.7232,-122.174,7.479299637782834,12.970379348692445,1,0,54
3,2.0,7.596392304064196,8.006700845440367,1.5,0,0,3,7,6.634633357861686,47.6272,-122.29,7.3783837129967145,13.251637470576167,1,1,118
4,2.0,7.581209826196346,8.93075873555827,1.0,0,0,5,7,6.68586094706836,47.4081,-122.178,7.576097340623111,12.429220196836383,1,0,48
3,1.5,7.1785454837637,9.258368340986765,1.0,0,0,4,7,0.0,47.3682,-122.148,7.266128779556451,12.323860125621126,0,0,57
4,2.75,7.804251383528112,9.616005460087013,1.0,0,0,5,9,0.0,47.4268,-122.343,7.8826922062890254,13.180634172318978,0,0,52
3,1.0,6.814542897259958,9.066354521447801,1.0,0,0,3,7,0.0,47.7586,-122.303,7.065613363597717,12.631343648903034,0,0,71
3,1.75,7.365812837209472,9.181940897454485,1.0,0,0,5,7,0.0,47.5396,-122.18,7.473637108496206,13.155993492244365,0,0,64
3,1.75,7.484930283289661,9.178849704884811,1.0,0,0,3,7,6.478509642208569,47.7628,-122.163,7.415175109613295,12.779735030761774,1,0,50
3,1.5,6.947937068614969,7.509335266016592,1.0,0,0,3,6,0.0,47.6793,-122.3,6.918695219020472,12.759960632315702,0,0,101
4,2.5,7.75833346749091,10.635879484421974,1.0,0,0,3,8,6.55250788703459,47.7466,-122.077,7.75833346749091,13.165903594208745,1,0,49
3,2.5,7.450660796211539,9.077494458642754,1.0,0,0,3,8,6.580639137284949,47.3186,-122.391,7.450660796211539,12.524530013005734,1,0,43
3,1.5,7.3783837129967145,9.25349564229011,1.0,0,0,3,7,0.0,47.7109,-122.311,7.3783837129967145,12.873904582205107,0,0,72
3,1.5,7.186144304522325,9.18512512283512,1.0,0,0,3,7,0.0,47.4267,-122.331,7.333676395657684,12.468440756144114,0,0,72
5,2.75,7.762596048540069,8.337827262447915,1.5,0,0,3,8,6.7226297948554485,47.6388,-122.3,7.560601162768557,13.279368835614243,1,1,104
5,2.75,7.916078096302786,8.633552992532433,1.5,0,0,5,7,6.976348070447749,47.6866,-122.317,7.3783837129967145,13.312985389904174,1,0,101
4,2.5,7.741099090035366,8.771680359010377,2.0,0,0,3,8,0.0,47.3813,-122.204,7.528869256642251,12.742568940017076,0,0,25
5,3.0,8.37816098272068,10.523257263291297,2.0,0,0,3,10,7.244941546337007,47.6518,-122.16,8.0959035329611,13.710151153416941,1,0,54
3,1.75,7.266128779556451,8.94910546953925,1.0,0,0,4,7,6.111467339502679,47.3993,-122.183,7.266128779556451,12.437188334739655,1,0,45
3,1.75,7.783640596221253,9.547740749170218,1.0,0,0,3,9,0.0,47.3371,-122.325,7.937731775260109,12.785493861878301,0,0,55
3,1.0,6.846943139585379,8.976009475021396,1.0,0,0,4,6,0.0,47.6181,-122.117,6.90875477931522,12.821260987319457,0,0,67
3,1.0,6.928537818164665,9.510815266226716,1.0,0,0,5,7,0.0,47.5121,-122.17,7.01301578963963,12.683861515988351,0,0,67
2,2.0,7.427144133408616,8.65817178467581,2.0,0,0,4,7,0.0,47.3065,-122.222,7.201170883281678,12.25486757159303,0,0,116
2,1.0,7.201170883281678,9.194312610898985,1.0,0,0,3,7,0.0,47.7202,-122.339,7.384610383176974,12.577639650232573,0,0,77
4,3.25,8.284251797621916,8.85552084853691,2.0,0,0,3,10,0.0,47.5854,-122.08,8.210939733379021,13.664688831019712,0,0,21
6,2.0,7.8826922062890254,8.438582790834326,1.5,0,0,3,8,0.0,47.5543,-122.275,7.403061091090091,12.618185607609803,0,0,115
4,2.25,7.659642954564682,9.177920480720072,2.0,0,2,4,8,0.0,47.3367,-122.332,7.766840537085513,12.818988142228374,0,0,61
4,2.75,7.955425088912672,8.006700845440367,2.5,0,0,3,9,5.771441123130016,47.6406,-122.304,7.642044402873258,13.98525417643287,1,0,23
4,2.0,7.955425088912672,9.603125426926972,2.0,0,0,5,8,5.8888779583328805,47.5892,-122.203,7.796057974316123,13.808486950076148,1,0,72
6,2.0,7.534228326274089,8.84937050375457,1.0,0,0,4,7,0.0,47.5342,-122.036,7.313886831633462,12.847929163278053,0,0,58
4,2.0,7.886457270977689,9.007121989469242,1.0,0,0,4,7,7.155396301896734,47.7229,-122.359,7.415175109613295,13.361381852676738,1,0,77
3,1.0,7.0825485693553,9.316590491818841,1.0,0,0,3,6,0.0,47.5687,-121.898,7.115582126184454,12.468440756144114,0,0,79
2,1.0,7.479299637782834,8.616676469901188,1.5,0,0,4,7,6.698268054115413,47.4974,-122.231,7.5126175446745105,12.400820837540556,1,0,83
4,2.5,7.9269635448629785,9.091556835986216,2.0,0,0,3,9,0.0,47.5831,-122.193,7.9269635448629785,14.151983508870947,0,0,25
4,2.5,7.640603826393634,8.999742789830492,1.0,0,2,5,8,6.7580945044277305,47.7228,-122.369,7.645397699428633,13.407543823396258,1,0,74
5,2.25,7.901377353792616,9.105090961257085,2.0,0,0,5,9,0.0,47.6599,-122.146,7.875119281040293,13.707926460869462,0,0,39
4,2.75,7.696667081526462,9.154193211353181,1.0,0,0,5,8,7.00397413672268,47.5744,-122.305,7.237778191923443,13.275944180597024,1,0,71
4,1.75,7.6783263565068856,8.94910546953925,2.0,0,0,2,8,0.0,47.6976,-122.169,7.640603826393634,12.969214528909768,0,0,49
3,2.5,7.606387389772652,8.308938252595778,2.0,0,0,3,8,0.0,47.7317,-122.197,7.606387389772652,13.062615496138552,0,0,28
3,3.5,8.237743803890933,9.023528749909364,2.0,0,0,3,9,7.208600337960199,47.6394,-122.29,8.237743803890933,14.408837955728044,1,0,75
3,3.25,8.403128235128264,10.843065031185473,2.0,0,0,3,9,0.0,47.3648,-122.143,7.890208213109961,13.51373091339712,0,0,21
3,1.5,7.479299637782834,9.753187781764911,1.0,0,0,3,8,6.415096959171596,47.5659,-122.117,7.804251383528112,13.017005083966255,1,0,67
3,1.0,7.266128779556451,8.517393171418904,1.0,0,0,3,7,0.0,47.6895,-122.37,7.099201743553092,13.222210522327158,0,0,77
4,1.75,7.438971592395862,9.272657678041044,1.0,0,0,4,7,6.7464121285733745,47.5674,-122.142,7.384610383176974,12.987690762404629,1,0,72
4,2.0,7.5126175446745105,8.560444233410552,1.5,0,0,3,7,0.0,47.5331,-122.278,7.473637108496206,12.506180941677357,0,0,75
3,1.5,7.252053951852814,9.082620630373812,1.0,0,0,4,7,0.0,47.2927,-122.183,7.687538766201629,12.331563675899696,0,0,61
4,2.5,8.026496938945412,8.97727273946428,1.0,0,0,3,8,7.1316985104669115,47.7675,-122.261,7.897668150726906,13.00919691893784,1,0,52
3,2.0,7.507141079727608,9.620394932418154,2.0,0,2,3,7,5.707110264748875,47.2103,-121.999,7.307202314764738,12.553205710188037,1,1,106
4,1.75,7.796057974316123,9.48888078651068,1.5,0,0,4,7,0.0,47.5245,-121.926,7.193685818395112,13.005831808336863,0,1,117
2,1.0,6.608000625296087,8.830689198760998,1.0,0,0,5,6,0.0,47.5172,-122.375,6.608000625296087,12.429220196836383,0,0,84
3,1.0,6.647688373563329,8.787678239039497,1.0,0,0,3,6,4.61512051684126,47.5133,-122.372,6.825460036255307,12.634606283893019,1,0,84
4,2.75,7.696667081526462,9.057305735807121,1.0,0,0,3,8,5.831882477283517,47.295,-122.37,7.736743682453495,12.660331092405906,1,0,35
3,3.0,7.979681302387741,10.046981652174857,1.5,0,2,3,7,7.2305631534092925,47.5159,-122.395,7.7279755421055585,13.22672519452875,1,0,118
4,2.5,7.621195162809845,8.853808274977197,1.0,0,0,3,7,6.673297967767654,47.4056,-122.176,7.550135342488429,12.487111450262473,1,0,47
3,2.0,7.3783837129967145,8.414274137408396,1.0,0,0,3,7,6.415096959171596,47.6939,-122.34,7.365812837209472,13.1421679654829,1,0,48
4,2.5,7.596392304064196,8.289288323000317,2.0,0,0,3,7,0.0,47.4445,-122.17,7.596392304064196,12.700771936142122,0,0,24
4,2.5,7.5126175446745105,8.896861744480391,2.0,0,0,3,7,0.0,47.3565,-122.015,7.5126175446745105,12.788291058675025,0,0,24
3,2.5,7.840312983320164,8.357259153499912,2.0,0,0,3,7,0.0,47.3989,-122.164,7.692113339595466,12.691583538230217,0,0,21
2,3.25,7.901377353792616,8.144679183447758,3.0,1,3,3,9,0.0,47.5684,-122.06,7.905072849498666,14.126665719201661,0,0,36
4,2.0,7.273092595999522,9.287394001418473,1.0,0,0,4,7,0.0,47.3417,-122.283,7.0825485693553,12.345838935721968,0,0,59
3,2.0,7.346655163176539,8.294299608857235,1.0,0,0,3,7,6.415096959171596,47.6379,-122.387,7.53955882930103,13.208542908506082,1,0,71
3,2.5,7.820439515262181,8.37655086161377,2.0,0,0,3,9,0.0,47.5493,-121.993,7.664346632098617,13.466493361349034,0,0,23
5,2.5,7.8826922062890254,9.471781133222736,1.0,0,0,4,7,7.170888478512505,47.7482,-122.244,7.6783263565068856,13.036807667689546,1,0,47
4,2.25,7.601402334583733,8.24301946898925,2.0,0,0,3,8,0.0,47.6852,-122.311,7.384610383176974,13.610944619216111,0,0,25
6,5.0,8.14351740579748,8.412054873292933,2.0,0,0,3,8,5.081404364984463,47.4871,-122.219,7.244941546337007,13.112315061750808,1,0,19
3,2.5,7.732369222284388,10.980416446373079,2.5,0,3,3,9,0.0,47.3053,-122.0,7.714677473800927,13.161586013632684,0,0,39
2,1.5,7.186144304522325,7.085901464365611,3.0,0,0,3,7,0.0,47.6704,-122.39,7.186144304522325,12.971542813248437,0,0,25
4,2.5,7.635786861395585,8.962007209588313,2.0,0,0,3,8,0.0,47.3487,-122.315,7.576097340623111,12.449022745701502,0,0,37
3,2.0,7.528869256642251,8.471777327885755,2.0,0,0,5,7,0.0,47.6892,-122.311,7.365812837209472,13.28448392755959,0,0,118
3,1.0,6.846943139585379,8.96341629199657,1.0,0,0,3,6,0.0,47.6195,-122.118,7.074116816197362,12.765691290604371,0,0,67
4,2.75,7.736743682453495,9.975203380077728,1.0,0,2,5,7,0.0,47.5515,-122.189,7.840312983320164,13.345508528717259,0,0,63
2,2.0,7.32052696227274,9.93721242193775,1.0,0,0,2,6,5.564520407322694,47.481,-122.116,7.307202314764738,12.058158312538197,1,0,68
3,2.0,7.5126175446745105,8.160803920954665,1.5,0,0,5,7,6.293419278846481,47.573,-122.383,7.333676395657684,13.224921770781943,1,0,117
4,2.5,8.036249942132116,8.869679374733515,2.0,0,0,3,9,0.0,47.705,-122.118,8.02322468471667,13.560619598657233,0,0,25
4,3.5,8.375860015299594,12.291337080838684,2.0,0,0,3,11,0.0,47.6471,-122.013,8.14060704285845,13.987361656995843,0,0,23
3,2.75,8.071218539969863,9.448017793067429,2.0,0,1,3,9,0.0,47.7443,-122.26,7.9658927350845286,13.334245354561496,0,0,49
4,1.0,7.353081920515432,9.042040056544483,1.5,0,0,4,6,0.0,47.4552,-122.354,7.2305631534092925,12.628070334272698,0,0,72
3,2.0,7.155396301896734,9.499795870977106,1.0,0,0,3,7,0.0,47.3715,-122.074,7.372118028337787,12.354496960983985,0,0,32
4,2.5,7.611347717403621,8.738254576526122,2.0,0,0,3,7,0.0,47.2796,-122.247,7.57095858316901,12.476103599529843,0,0,24
3,1.0,6.947937068614969,9.002454823050954,1.0,0,0,5,7,0.0,47.3731,-122.312,7.293697720601438,12.36308066783498,0,0,55
4,2.75,7.72356247227797,8.883224230278994,1.0,0,3,3,7,6.836259277277067,47.7088,-122.302,7.490529402060711,13.122365377402328,1,0,24
3,1.0,6.7580945044277305,8.94023623179847,1.0,0,0,3,6,0.0,47.4623,-122.345,6.792344427470809,12.535379989788607,0,0,106
5,1.0,7.560601162768557,9.85434982797458,1.0,0,0,3,7,6.634633357861686,47.4756,-122.294,7.560601162768557,12.345838935721968,1,0,65
